author,title,source,type,doi
"Annibale, B; Capurso, G; Martino, G; Grossi, C; Delle Fave, G",Iron deficiency anaemia and Helicobacter pylori infection,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,J,https://doi.org/10.1016/S0924-8579(00)00288-0
"Glynne, MD",Infectivity of summer sporangia of potato wart disease in incipient infections on varieties immune in the field,"NATURE",J,https://doi.org/10.1038/134253a0
"Johnson, Pieter T. J.; Carpenter, Stephen R.","Influence of Eutrophication on Disease in Aquatic Ecosystems: Patterns, Processes, and Predictions",Infectious Disease Ecology: Effects of Ecosystems on Disease and of Disease on Ecosystems,B,NA
"Derbyshire, Mark C.; Gohari, Amir Mirzadi; Mehrabi, Rahim; Kilaru, Sreedhar; Steinberg, Gero; Ali, Solaf; Bailey, Andy; Hammond-Kosack, Kim; Kema, Gert H. J.; Rudd, Jason J.","Phosphopantetheinyl transferase (Ppt)-mediated biosynthesis of lysine, but not siderophores or DHN melanin, is required for virulence of Zymoseptoria tritici on wheat",SCIENTIFIC REPORTS,J,https://doi.org/10.1038/s41598-018-35223-8
"Zajdowicz, Sheryl; Haller, Jon C.; Krafft, Amy E.; Hunsucker, Steve W.; Mant, Colin T.; Duncan, Mark W.; Hodges, Robert S.; Jones, David N. M.; Holmes, Randall K.",Purification and Structural Characterization of Siderophore (Corynebactin) from Corynebacterium diphtheriae,PLOS ONE,J,https://doi.org/10.1371/journal.pone.0034591
"Hoi, Herbert; Darolova, Alzbeta; Kristofik, Jan; Hoi, Christine","The effect of the ectoparasite Carnus hemapterus on immune defence, condition, and health of nestling European Bee-eaters",JOURNAL OF ORNITHOLOGY,J,https://doi.org/10.1007/s10336-017-1500-5
"Figura, N",Helicobacter pylori exotoxins and gastroduodenal diseases associated with cytotoxic strain infection,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,J,https://doi.org/10.1046/j.1365-2036.1996.22164009.x
"Delahay, RJ; Daniels, MJ; Macdonald, DW; McGuire, K; Balharry, D",Do patterns of helminth parasitism differ between groups of wild-living cats in Scotland?,JOURNAL OF ZOOLOGY,J,https://doi.org/10.1017/S0952836998006050
"DAMSTEEGT, VD; VOEGTLIN, DJ","MORPHOLOGICAL AND BIOLOGICAL VARIATION AMONG POPULATIONS OF AULACORTHUM-SOLANI (HOMOPTERA, APHIDIDAE), THE VECTOR OF SOYBEAN DWARF VIRUS",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,J,https://doi.org/10.1093/aesa/83.5.949
"Hu, Yong-hua; Zheng, Wen-jiang; Sun, Li",Identification and molecular analysis of a ferritin subunit from red drum (Sciaenops ocellatus),FISH & SHELLFISH IMMUNOLOGY,J,https://doi.org/10.1016/j.fsi.2010.01.001
"RYSAVY, B.",The occurrence of cestodes in the individual orders of birds and the influence of food on the composition of the fauna of bird cestodes,FOLIA PARASITOL,J,NA
"Zitzmann, Carolin; Kaderali, Lars; Perelson, Alan S.","Mathematical modeling of hepatitis C RNA replication, exosome secretion and virus release",PLOS COMPUTATIONAL BIOLOGY,J,https://doi.org/10.1371/journal.pcbi.1008421
"Mozaheb, Negar; Mingeot-Leclercq, Marie-Paule",Membrane Vesicle Production as a Bacterial Defense Against Stress,FRONTIERS IN MICROBIOLOGY,J,https://doi.org/10.3389/fmicb.2020.600221
"Lu, Shan; Wang, Yukun; Shen, Xiaorui; Guo, Feng; Zhou, Chunling; Li, Ru; Chen, Baoshan","SsPEP1, an Effector with Essential Cellular Functions in Sugarcane Smut Fungus",JOURNAL OF FUNGI,J,https://doi.org/10.3390/jof7110954
"Graham, R. I.; Deacutis, J. M.; Simpson, S. J.; Wilson, K.",Body condition constrains immune function in field populations of female Australian plague locust Chortoicetes terminifera,PARASITE IMMUNOLOGY,J,https://doi.org/10.1111/pim.12179
"Chaij, Jaquelina; Devoto, Mariano; Oleiro, Marina; Chaneton, Enrique J.; Mazia, Noemi",Complexity of leaf miner-parasitoid food webs declines with canopy height in Patagonian beech forests,ECOLOGICAL ENTOMOLOGY,J,https://doi.org/10.1111/een.12332
"Zeng, Qinglu; Chisholm, Sallie W.",Marine Viruses Exploit Their Host's Two-Component Regulatory System in Response to Resource Limitation,CURRENT BIOLOGY,J,https://doi.org/10.1016/j.cub.2011.11.055
"Calmettes, Charles; Alcantara, Joenel; Yu, Rong-Hua; Schryvers, Anthony B.; Moraes, Trevor F.",The structural basis of transferrin sequestration by transferrin-binding protein B,"NATURE STRUCTURAL & MOLECULAR BIOLOGY",J,https://doi.org/10.1038/nsmb.2251
"Janakiraman, A; Slauch, JM",The putative iron transport system SitABCD encoded on SPI1 is required for full virulence of Salmonella typhimurium,MOLECULAR MICROBIOLOGY,J,https://doi.org/10.1046/j.1365-2958.2000.01783.x
"Arora, Pooja; Yadav, Rakesh; Dilbaghi, Neeraj; Chaudhury, Ashok",Biological Nitrogen Fixation: Host-Rhizobium Interaction,"Frontiers on Recent Developments in Plant Science, Vol 1",S,NA
"Kurt, S; Soylu, S",First report of powdery mildew on mulberry caused by Phyllactinia guttata in the eastern Mediterranean region of Turkey,PLANT PATHOLOGY,J,https://doi.org/10.1046/j.1365-3059.2001.00620.x
COLLEE J G,BASIC MICROBIOLOGY VOL 3 APPLIED MEDICAL MICROBIOLOGY,BASIC MICROBIOLOGY VOL 3 APPLIED MEDICAL MICROBIOLOGY,B,NA
"Treutter, Dieter",Pome fruit health,TREES-STRUCTURE AND FUNCTION,J,https://doi.org/10.1007/s00468-012-0682-y
"POPOFF, MY",VIRULENCE - ASSOCIATED FACTORS OF SALMONELLA - FROM MOLECULAR-BIOLOGY TO DIAGNOSIS,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,J,NA
"RUEGAMER, WR; MUELLER, JF","GROWTH RESPONSES IN THYROIDECTOMIZED, HYPOPHYSECTOMIZED AND ALLOXAN DIABETIC RATS INFECTED WITH PLEROCEROIDS OF TAPEWORM, SPIROMETRA-MANSONOIDES",JOURNAL OF NUTRITION,J,https://doi.org/10.1093/jn/103.10.1496
"Meyers, Jordan M.; Ramanathan, Muthukumar; Shanderson, Ronald L.; Beck, Aimee; Donohue, Laura; Ferguson, Ian; Guo, Margaret G.; Rao, Deepti S.; Miao, Weili; Reynolds, David; Yang, Xue; Zhao, Yang; Yang, Yen-Yu; Blish, Catherine; Wang, Yinsheng; Khavari, Paul A.",The proximal proteome of 17 SARS-CoV-2 proteins links to disrupted antiviral signaling and host translation,PLOS PATHOGENS,J,https://doi.org/10.1371/journal.ppat.1009412
"Eads, David A.; Biggins, Dean E.; Xu, Lei; Liu, Qiyong",Plague cycles in two rodent species from China: dry years might provide context for epizootics in wet years,ECOSPHERE,J,https://doi.org/10.1002/ecs2.1495
"CARPENTER, GENE PAUL",Some factors determining the level of bean yellow mosaic virus transmission by aphids,DISS ABSTR,J,NA
"Koort, J. M. K.; Ristiniemi, M. K.; Bjorkroth, K. J.","Enterococcus spp. are the dominating initial LAB contaminants in a modified atmosphere packaged, marinated, raw broiler leg product.",Abstracts of the General Meeting of the American Society for Microbiology,J,NA
"Sinsch, Ulrich; Dehling, J. Maximilian; Scheid, Patrick; Balczun, Carsten",Alternative Development Strategies of Clinostomum chabaudi (Digenea) Metacercariae in Frog Hosts (Hyperolius spp.),DIVERSITY-BASEL,J,https://doi.org/10.3390/d13020093
"Cui, He-Rong; Zhang, Ji-Yuan; Cheng, Xue-Hao; Zheng, Jia-Xin; Zhang, Qi; Zheng, Rui; You, Liang-Zhen; Han, Dong-Ran; Shang, Hong-Cai",Immunometabolism at the service of traditional Chinese medicine.,Pharmacological research,J,https://doi.org/10.1016/j.phrs.2022.106081
"Blanco, G; Frias, O",Symbiotic feather mites synchronize dispersal and population growth with host sociality and migratory disposition,ECOGRAPHY,J,https://doi.org/10.1034/j.1600-0587.2001.240201.x
"Zupicic, I. G.; Pavlinec, Z.; Oraic, D.; Zrncic, S.",Emerging vibriosis of Mediterranean fish caused by the bacterial species Vibrio harveyi: an overview.,Veterinarska Stanica,J,NA
"Phalnikar, Kruttika; Kunte, Krushnamegh; Agashe, Deepa",Dietary and developmental shifts in butterfly-associated bacterial communities,ROYAL SOCIETY OPEN SCIENCE,J,https://doi.org/10.1098/rsos.171559
"Amano, Atsuo",Host-parasite interactions in periodontitis: subgingival infection and host sensing,PERIODONTOLOGY 2000,J,https://doi.org/10.1111/j.1600-0757.2009.00328.x
"Chang, Qing; Liu, Jie; Wang, Qiuling; Han, Lina; Liu, Jia; Li, Man; Huang, Lili; Yang, Jiarong; Kang, Zhensheng",The effect of Puccinia striiformis f. sp tritici on the levels of water-soluble carbohydrates and the photosynthetic rate in wheat leaves,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,J,https://doi.org/10.1016/j.pmpp.2013.09.001
"Zhu, Yibin; Tong, Liangqin; Nie, Kaixiao; Wiwatanaratanabutr, Itsanun; Sun, Peng; Li, Qingqing; Yu, Xi; Wu, Pa; Wu, Tianshi; Yu, Chen; Liu, Qiyong; Bian, Zhongqi; Wang, Penghua; Cheng, Gong",Host serum iron modulates dengue virus acquisition by mosquitoes,"NATURE MICROBIOLOGY",J,https://doi.org/10.1038/s41564-019-0555-x
"Conn, David Bruce; Goater, Cameron P.; Bray, Douglas","Developmental and functional ultrastructure of Ornithodiplostomum ptychocheilus diplostomula (Trematoda : Strigeoidea) during invasion of the brain of the fish intermediate host, Pimephales promelas",JOURNAL OF PARASITOLOGY,J,NA
"Douda, Karel",Host-dependent vitality of juvenile freshwater mussels: Implications for breeding programs and host evaluation,AQUACULTURE,J,https://doi.org/10.1016/j.aquaculture.2015.04.008
"Taubert, Anja; Wimmers, Klaus; Ponsuksili, Siriluck; Jimenez, Cristina Arce; Zahner, Horst; Hermosilla, Carlos",Microarray-based transcriptional profiling of Eimeria bovis-infected bovine endothelial host cells,VETERINARY RESEARCH,J,https://doi.org/10.1051/vetres/2010041
"HUSSIN, H; DEEP, IW",EFFECT OF MINERAL NUTRITION ON DEVELOPMENT OF CROWN GALL ON BONNY BEST TOMATO AND MAZZARD CHERRY,PHYTOPATHOLOGY,J,NA
"BECKER, ELERY R.",Nature of Eimeria nieschulzi[long dash]growth-promoting potency of feeding stuffs. I. Positive effect of gray shorts,IOWA STATE COLL JOUR SCI,J,NA
"Niu, Hua; Rikihisa, Yasuko",Ats-1 A novel bacterial molecule that links autophagy to bacterial nutrition,AUTOPHAGY,J,https://doi.org/10.4161/auto.23693
"Labrousse, P; Arnaud, MC; Serieys, H; Berville, A; Thalouarn, P",Several mechanisms are involved in resistance of Helianthus to Orobanche cumana Wallr.,ANNALS OF BOTANY,J,https://doi.org/10.1006/anbo.2001.1520
"Pollack, David V.; Croteau, Nancy L.; Stuart, Elizabeth S.",Uptake and intra-inclusion accumulation of exogenous immunoglobulin by Chlamydia-infected cells,BMC MICROBIOLOGY,J,https://doi.org/10.1186/1471-2180-8-213
"Klimpel, Sven; Palm, Harry W.",Anisakid Nematode (Ascaridoidea) Life Cycles and Distribution: Increasing Zoonotic Potential in the Time of Climate Change?,Progress in Parasitology,S,https://doi.org/10.1007/978-3-642-21396-0_11
"PAWLOWSKA-BYCHOWSKA, IRENA",Ecologico-parasitological investigations in the Soviet-Union with special regard to flukes of the migratory birds [In Polish with Russian and English summ.],WIADOMOSCI PARAZYTOL,J,NA
"Buchanan, RL; Smith, JL; Long, W",Microbial risk assessment: dose-response relations and risk characterization,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,J,https://doi.org/10.1016/S0168-1605(00)00270-1
"Reid, D. W.; Anderson, G. J.; Lamont, I. L.",Role of lung iron in determining the bacterial and host struggle in cystic fibrosis,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,J,https://doi.org/10.1152/ajplung.00132.2009
SCHULZ.,Diagnosis and Statistics of Canine Ascariasis.,Tierarztliche Rundschau,J,NA
"Yao, Juanni; Yu, Dan; Cheng, Yulin; Kang, Zhensheng",Histological and cytological studies of plant infection by Erysiphe euonymi-japonici,PROTOPLASMA,J,https://doi.org/10.1007/s00709-018-1254-9
"Yang, Li-Ang; Wang, Jie; Toufeeq, Shahzad; Zhu, Lin-Bao; Zhang, Shang-Zhi; You, Ling-Ling; Hu, Pei; Yu, Hai-Zhong; Zhao, Kang; Xu, Xin; Xu, Jia-Ping","Identification of FerLCH, isolation of ferritin and functional analysis related to interaction with pathogens in Eri-silkworm, Samia cynthia ricini",ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,J,https://doi.org/10.1002/arch.21659
"Hosoya, Sho; Kido, Shinichi; Hirabayashi, Yo; Kai, Wataru; Kinami, Ryuhei; Yoshinaga, Tomoyoshi; Ogawa, Kazuo; Suetake, Hiroaki; Kikuchi, Kiyoshi; Suzuki, Yuzuru","Genomic regions of pufferfishes responsible for host specificity of a monogenean parasite, Heterobothrium okamotoi",INTERNATIONAL JOURNAL FOR PARASITOLOGY,J,https://doi.org/10.1016/j.ijpara.2013.06.006
"Paul, Vivek Daniel; Sundarrajan, Sudarson; Rajagopalan, Sanjeev Saravanan; Hariharan, Sukumar; Kempashanaiah, Nanjundappa; Padmanabhan, Sriram; Sriram, Bharathi; Ramachandran, Janakiraman",Lysis-deficient phages as novel therapeutic agents for controlling bacterial infection,BMC MICROBIOLOGY,J,https://doi.org/10.1186/1471-2180-11-195
"Markel, Troy A.; Crisostomo, Paul R.; Wang, Meijing; Herring, Christine M.; Meldrurn, Kirstan K.; Lillemoe, Keith D.; Meldrum, Daniel R.",The struggle for iron: gastrointestinal microbes modulate the host immune response during infection,JOURNAL OF LEUKOCYTE BIOLOGY,J,https://doi.org/10.1189/jlb.0906579
"Flores-Perez, I; Gonzalez, GF; Sciutto, E; de Aluja, AS",Apoptosis induced by gamma irradiation of Taenia solium metacestodes,PARASITOLOGY RESEARCH,J,https://doi.org/10.1007/s00436-002-0819-9
"Ratledge, C","Iron, mycobacteria and tuberculosis",TUBERCULOSIS,J,https://doi.org/10.1016/j.tube.2003.08.012
"Yang, YZ; Yu, YS; Ren, L; Shao, YD; Qian, K; Zalucki, MP",Possible incompatibility between transgenic cottons and parasitoids,AUSTRALIAN JOURNAL OF ENTOMOLOGY,J,https://doi.org/10.1111/j.1440-6055.2005.00483.x
SRIVASTAVA A K,NITRATE REDUCTASE ACTIVITY IN VIRUS INFECTED SESBANIA-SESBAN L. MERR,Journal of Phytological Research,J,NA
"Gortazar, Christian; Angel Armenteros, Jose; Boadella, Mariana",A note on human-livestock-wildlife interactions and implications for food safety,Trends in Game Meat Hygiene: From Forest to Fork,B,https://doi.org/10.3920/978-90-8686-238-2_1
"Tran, Binh T. T.; Cavagnaro, Timothy R.; Jewell, Nathaniel; Brien, Chris; Berger, Bettina; Watts-Williams, Stephanie J.",High-throughput phenotyping reveals growth of Medicago truncatula is positively affected by arbuscular mycorrhizal fungi even at high soil phosphorus availability,PLANTS PEOPLE PLANET,J,https://doi.org/10.1002/ppp3.10101
"ERNST, WHO; DECELLE, JE; TOLSMA, DJ",PREDISPERSAL SEED PREDATION IN NATIVE LEGUMINOUS SHRUBS AND TREES IN SAVANNAS OF SOUTHERN BOTSWANA,AFRICAN JOURNAL OF ECOLOGY,J,https://doi.org/10.1111/j.1365-2028.1990.tb01135.x
"Cotterill, Gavin G.; Cross, Paul C.; Cole, Eric K.; Fuda, Rebecca K.; Rogerson, Jared D.; Scurlock, Brandon M.; du Toit, Johan T.",Winter feeding of elk in the Greater Yellowstone Ecosystem and its effects on disease dynamics,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,J,https://doi.org/10.1098/rstb.2017.0093
"BONING, K.; DIERCKS, R.",Experiments on the influence of mineral salt nutrition on the susceptibility of the Potato plant to leaf roll and streak disease.,Bayerisches Landwirtschaftliches Jahrbuch,J,NA
"Munoz, Jenny Carolina Vivas; Hilt, Sabine; Horak, Petr; Knopf, Klaus",Impact of trematode infections on periphyton grazing rates of freshwater snails,PARASITOLOGY RESEARCH,J,https://doi.org/10.1007/s00436-018-6052-y
"Wang, Chao; Huang, Zixin; Yu, Kequan; Ding, Ruiling; Ye, Keping; Dai, Chen; Xu, Xinglian; Zhou, Guanghong; Li, Chunbao",High-Salt Diet Has a Certain Impact on Protein Digestion and Gut Microbiota: A Sequencing and Proteome Combined Study,FRONTIERS IN MICROBIOLOGY,J,https://doi.org/10.3389/fmicb.2017.01838
"Lopez-Lara, IM; Sohlenkamp, C; Geiger, O",Membrane lipids in plant-associated bacteria: Their biosyntheses and possible functions,MOLECULAR PLANT-MICROBE INTERACTIONS,J,https://doi.org/10.1094/MPMI.2003.16.7.567
"Branco, Ana; Francisco, Denise; Hanscheid, Thomas",Is There a 'Normal' Oxygen Concentration for in vitro Plasmodium Cultures?,TRENDS IN PARASITOLOGY,J,https://doi.org/10.1016/j.pt.2018.07.003
"Kutz, SJ; Elkin, BT; Panay, D; Dubey, JP",Prevalence of Toxoplasma gondii antibodies in barren-ground caribou (Rangifer tarandus groenlandicus) from the Canadian Arctic,JOURNAL OF PARASITOLOGY,J,https://doi.org/10.1645/0022-3395(2001)087[0439:POTGAI]2.0.CO;2
"Pandey, Ajay Kumar; Kanaujia, K. R.",Effect of supplementation of medium with larval extract on the virulence of Beauveria bassiana (Balsamo) Vuillemin against Spilosoma obliqua Walker,Journal of Biological Control,J,NA
"Sonawala, Unnati; Dinkeloo, Kasia; Danna, Cristian H.; McDowell, John M.; Pilot, Guillaume",Review: Functional linkages between amino acid transporters and plant responses to pathogens,PLANT SCIENCE,J,https://doi.org/10.1016/j.plantsci.2018.09.009
"LATHAM, MC; STEPHENSON, LS; HALL, A; WOLGEMUTH, JC; ELLIOT, TC; CROMPTON, DWT","PARASITIC INFECTIONS, ANEMIA AND NUTRITIONAL-STATUS - A STUDY OF THEIR INTERRELATIONSHIPS AND THE EFFECT OF PROPHYLAXIS AND TREATMENT ON WORKERS IN KWALE DISTRICT, KENYA",TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,J,https://doi.org/10.1016/0035-9203(83)90009-3
"Kurakado, Sanae; Chiba, Ryota; Sato, Chisato; Matsumoto, Yasuhiko; Sugita, Takashi","N,N,N ',N '-tetrakis(2-pyridylmethyl)ethylenediamine, a zinc chelator, inhibits biofilm and hyphal formation in Trichosporon asahii",BMC RESEARCH NOTES,J,https://doi.org/10.1186/s13104-020-04990-x
"Cerami, Carla; Goheen, Morgan M.; Gardner, Daniel; Darboe, Bakary; Danso, Ebrima; Bah, Mamadou; Bah, Amat; Wegmuller, Rita; Prentice, Andrew",Impact of host iron on pathogenesis of falciparum malaria: a translational field study from The Gambia,FASEB JOURNAL,J,NA
"Noda, Mamoru; Fukuda, Shinji; Nishio, Osamu",Statistical analysis of attack rate in norovirus foodborne outbreaks,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,J,https://doi.org/10.1016/j.ijfoodmicro.2007.11.073
"Ekins, A; Khan, AG; Shouldice, SR; Schryvers, AB",Lactoferrin receptors in Gram-negative bacteria: Insights into the iron acquisition process,BIOMETALS,J,https://doi.org/10.1023/B:BIOM.0000027698.43322.60
"Dianne, Lucile; Perrot-Minnot, Marie-Jeanne; Bauer, Alexandre; Guvenatam, Arnaud; Rigaud, Thierry",Parasite-induced alteration of plastic response to predation threat: increased refuge use but lower food intake in Gammarus pulex infected with the acanothocephalan Pomphorhynchus laevis,INTERNATIONAL JOURNAL FOR PARASITOLOGY,J,https://doi.org/10.1016/j.ijpara.2013.11.001
"Guevara-Rozo, Sydne; Hussain, Altaf; Cale, Jonathan A.; Klutsch, Jennifer G.; Rajabzadeh, Rahmatollah; Erbilgin, Nadir",Nitrogen and Ergosterol Concentrations Varied in Live Jack Pine Phloem Following Inoculations With Fungal Associates of Mountain Pine Beetle,FRONTIERS IN MICROBIOLOGY,J,https://doi.org/10.3389/fmicb.2020.01703
"Fahad, Shah; Nie, Lixiao; Khan, Faheem Ahmed; Chen, Yutiao; Hussain, Saddam; Wu, Chao; Xiong, Dongliang; Jing, Wang; Saud, Shah; Khan, Farhan Anwar; Li, Yong; Wu, Wei; Khan, Fahad; Hassan, Shah; Manan, Abdul; Jan, Amanullah; Huang, Jianliang",Disease resistance in rice and the role of molecular breeding in protecting rice crops against diseases,BIOTECHNOLOGY LETTERS,J,https://doi.org/10.1007/s10529-014-1510-9
"Mauck, Kerry E.; Chesnais, Quentin; Shapiro, Lori R.",Evolutionary Determinants of Host and Vector Manipulation by Plant Viruses,ENVIRONMENTAL VIROLOGY AND VIRUS ECOLOGY,S,https://doi.org/10.1016/bs.aivir.2018.02.007
"Cui, Zhouqi; Yang, Ching-Hong; Kharadi, Roshni R.; Yuan, Xiaochen; Sundin, George W.; Triplett, Lindsay R.; Wang, Jie; Zeng, Quan",Cell-length heterogeneity: a population-level solution to growth/virulence trade-offs in the plant pathogen Dickeya dadantii,PLOS PATHOGENS,J,https://doi.org/10.1371/journal.ppat.1007703
"Klinges, J. Grace; Rosales, Stephanie M.; McMinds, Ryan; Shaver, Elizabeth C.; Shantz, Andrew A.; Peters, Esther C.; Eitel, Michael; Woerheide, Gert; Sharp, Koty H.; Burkepile, Deron E.; Silliman, Brian R.; Thurber, Rebecca L. Vega","Phylogenetic, genomic, and biogeographic characterization of a novel and ubiquitous marine invertebrate-associated Rickettsiales parasite, Candidatus Aquarickettsia rohweri, gen. nov., sp. nov",ISME JOURNAL,J,https://doi.org/10.1038/s41396-019-0482-0
"RINTAMAKI, P; VALTONEN, ET",SEASONAL AND SIZE-BOUND INFECTION OF PROTEOCEPHALUS-EXIGUUS IN 4 COREGONID SPECIES IN NORTHERN FINLAND,FOLIA PARASITOLOGICA,J,NA
